Match_ID,Season,Date,Venue,Team1,Team2,Toss_Winner,Toss_Decision,Winner,Team1_Score,Team2_Score,Highest_Scorer,Highest_Runs,Best_Bowler,Wickets,Player_of_Match,Fours,Sixes,Extras,Weather
859,2021,8/7/2020,Wankhede,KKR,CSK,KKR,Field,KKR,211,109,Shubman Gill,43,Rabada,4,Shubman Gill,18,66,14,Clear
860,2022,8/8/2020,Eden Gardens,GT,SRH,SRH,Field,GT,181,110,Rohit Sharma,53,Rabada,4,Rohit Sharma,17,72,10,Cloudy
861,2023,8/9/2020,Chepauk,LSG,SRH,SRH,Field,LSG,135,128,Rashid Khan,100,Shami,2,Jos Buttler,19,58,18,Clear
862,2024,8/10/2020,Eden Gardens,CSK,RR,CSK,Bat,CSK,152,137,Suryakumar Yadav,91,Siraj,3,Suryakumar Yadav,24,44,9,Clear
863,2025,8/11/2020,Narendra Modi,SRH,PBKS,PBKS,Field,SRH,189,121,MS Dhoni,58,Chahal,2,MS Dhoni,11,120,13,Clear
864,2018,8/12/2020,Narendra Modi,RR,GT,RR,Bat,RR,209,103,Yuzvendra Chahal,39,Narine,4,Yuzvendra Chahal,14,102,20,Sunny
865,2019,8/13/2020,Chinnaswamy,SRH,GT,GT,Bat,GT,215,223,Rashid Khan,107,Bumrah,6,Rashid Khan,20,112,11,Clear
866,2020,8/14/2020,Arun Jaitley,CSK,LSG,CSK,Bat,LSG,202,210,Yuzvendra Chahal,88,Shami,4,Yuzvendra Chahal,15,101,20,Clear
867,2021,8/15/2020,Narendra Modi,GT,KKR,KKR,Field,GT,207,140,KL Rahul,89,Siraj,1,KL Rahul,11,51,20,Sunny
868,2022,8/16/2020,Arun Jaitley,RR,PBKS,PBKS,Bat,RR,235,220,Jasprit Bumrah,109,Rashid Khan,3,Jasprit Bumrah,16,100,11,Clear
869,2023,8/17/2020,Eden Gardens,PBKS,RCB,RCB,Bat,PBKS,219,195,Suryakumar Yadav,81,Rabada,6,Suryakumar Yadav,15,118,16,Sunny
870,2024,8/18/2020,Chepauk,GT,DC,GT,Field,DC,158,169,MS Dhoni,109,Bumrah,4,MS Dhoni,12,73,16,Sunny
871,2025,8/19/2020,Narendra Modi,SRH,GT,GT,Bat,SRH,148,142,Rohit Sharma,35,Chahal,2,Rohit Sharma,13,40,18,Clear
872,2018,8/20/2020,Narendra Modi,DC,PBKS,PBKS,Field,PBKS,129,138,Jos Buttler,61,Rabada,1,Jos Buttler,18,58,14,Cloudy
873,2019,8/21/2020,Chepauk,PBKS,GT,PBKS,Bat,GT,120,192,Shubman Gill,71,Narine,4,Jasprit Bumrah,18,98,12,Sunny
874,2020,8/22/2020,Eden Gardens,SRH,KKR,SRH,Field,SRH,212,149,Rohit Sharma,67,Shami,5,Rohit Sharma,8,120,16,Sunny
875,2021,8/23/2020,Eden Gardens,RCB,DC,RCB,Field,DC,183,214,Shubman Gill,103,Rabada,2,Suryakumar Yadav,17,90,20,Sunny
876,2022,8/24/2020,Narendra Modi,SRH,RCB,SRH,Bat,SRH,220,136,Shubman Gill,38,Chahal,5,Suryakumar Yadav,13,116,17,Clear
877,2023,8/25/2020,Eden Gardens,GT,CSK,GT,Field,GT,191,152,Jasprit Bumrah,119,Bumrah,3,Jasprit Bumrah,21,116,18,Sunny
878,2024,8/26/2020,Arun Jaitley,KKR,CSK,CSK,Bat,CSK,165,195,Jasprit Bumrah,48,Rabada,5,Rashid Khan,20,113,22,Sunny
879,2025,8/27/2020,Chepauk,PBKS,GT,PBKS,Field,GT,206,227,KL Rahul,77,Rabada,2,Rashid Khan,24,96,22,Clear
880,2018,8/28/2020,Eden Gardens,SRH,CSK,SRH,Bat,CSK,164,197,Jasprit Bumrah,85,Shami,4,Jasprit Bumrah,13,81,13,Clear
881,2019,8/29/2020,Eden Gardens,DC,RR,RR,Bat,DC,194,160,MS Dhoni,42,Rashid Khan,1,MS Dhoni,10,111,12,Cloudy
882,2020,8/30/2020,Wankhede,GT,KKR,GT,Field,GT,206,140,Shubman Gill,108,Arshdeep,5,KL Rahul,13,84,9,Cloudy
883,2021,8/31/2020,Chepauk,CSK,PBKS,PBKS,Field,CSK,233,201,MS Dhoni,58,Arshdeep,2,Jos Buttler,25,63,20,Cloudy
884,2022,9/1/2020,Eden Gardens,PBKS,CSK,CSK,Field,PBKS,223,142,Shubman Gill,44,Chahal,1,Shubman Gill,25,76,16,Clear
885,2023,9/2/2020,Narendra Modi,MI,LSG,MI,Bat,MI,206,114,Jos Buttler,95,Narine,4,Jos Buttler,23,108,8,Clear
886,2024,9/3/2020,Narendra Modi,RCB,DC,DC,Bat,RCB,213,208,Rohit Sharma,130,Shami,2,Rohit Sharma,8,120,13,Cloudy
887,2025,9/4/2020,Arun Jaitley,KKR,CSK,KKR,Bat,KKR,211,179,Suryakumar Yadav,90,Narine,1,KL Rahul,23,117,15,Cloudy
888,2018,9/5/2020,Eden Gardens,RCB,CSK,RCB,Bat,RCB,227,193,Jasprit Bumrah,60,Narine,4,Jasprit Bumrah,15,51,19,Cloudy
889,2019,9/6/2020,Chepauk,GT,MI,MI,Bat,GT,145,137,Yuzvendra Chahal,99,Bumrah,6,Yuzvendra Chahal,24,92,22,Cloudy
890,2020,9/7/2020,Arun Jaitley,GT,RCB,GT,Field,RCB,178,183,MS Dhoni,119,Shami,2,MS Dhoni,14,57,20,Clear
891,2021,9/8/2020,Narendra Modi,DC,LSG,DC,Field,DC,220,123,Jos Buttler,42,Bumrah,5,MS Dhoni,13,81,19,Cloudy
892,2022,9/9/2020,Eden Gardens,RR,GT,GT,Field,GT,142,148,Jasprit Bumrah,54,Shami,6,Rohit Sharma,23,85,18,Clear
893,2023,9/10/2020,Chepauk,LSG,SRH,SRH,Field,LSG,158,115,Jasprit Bumrah,95,Siraj,2,Jasprit Bumrah,10,70,21,Clear
894,2024,9/11/2020,Eden Gardens,MI,SRH,MI,Field,MI,199,167,Rohit Sharma,36,Shami,4,Rohit Sharma,17,77,20,Cloudy
895,2025,9/12/2020,Wankhede,SRH,RR,SRH,Field,SRH,154,123,Rashid Khan,87,Bumrah,1,Rashid Khan,23,81,22,Cloudy
896,2018,9/13/2020,Chepauk,KKR,SRH,KKR,Bat,KKR,197,167,KL Rahul,49,Shami,5,KL Rahul,10,55,15,Sunny
897,2019,9/14/2020,Chinnaswamy,RR,LSG,LSG,Bat,LSG,156,224,Jasprit Bumrah,86,Rabada,6,Jasprit Bumrah,23,101,8,Cloudy
898,2020,9/15/2020,Chinnaswamy,CSK,RR,CSK,Bat,CSK,222,150,KL Rahul,110,Chahal,3,KL Rahul,16,48,11,Clear
899,2021,9/16/2020,Chepauk,PBKS,GT,PBKS,Bat,PBKS,189,175,Jos Buttler,30,Bumrah,3,Jos Buttler,15,68,9,Cloudy
900,2022,9/17/2020,Chepauk,RCB,RR,RR,Field,RCB,197,169,Yuzvendra Chahal,64,Rabada,5,Rashid Khan,11,107,19,Cloudy
901,2023,9/18/2020,Chinnaswamy,KKR,SRH,SRH,Field,KKR,175,124,Jasprit Bumrah,99,Siraj,2,Jasprit Bumrah,11,103,14,Cloudy
902,2024,9/19/2020,Narendra Modi,GT,CSK,CSK,Field,CSK,120,184,Yuzvendra Chahal,37,Shami,5,Suryakumar Yadav,8,67,21,Sunny
903,2025,9/20/2020,Arun Jaitley,PBKS,RR,PBKS,Field,PBKS,239,133,KL Rahul,30,Bumrah,1,KL Rahul,9,89,12,Clear
904,2018,9/21/2020,Chepauk,SRH,PBKS,SRH,Field,SRH,173,110,Jos Buttler,84,Rashid Khan,2,Jos Buttler,14,116,18,Sunny
905,2019,9/22/2020,Chepauk,RCB,GT,GT,Field,RCB,164,141,Virat Kohli,31,Siraj,2,Virat Kohli,14,100,9,Sunny
906,2020,9/23/2020,Eden Gardens,MI,RR,MI,Field,MI,174,152,Suryakumar Yadav,123,Arshdeep,4,Rohit Sharma,8,43,20,Sunny
907,2021,9/24/2020,Narendra Modi,KKR,SRH,SRH,Field,KKR,171,109,Virat Kohli,107,Chahal,1,Virat Kohli,8,41,13,Clear
908,2022,9/25/2020,Eden Gardens,RCB,LSG,RCB,Field,RCB,135,135,KL Rahul,85,Rabada,3,KL Rahul,24,55,9,Sunny
909,2023,9/26/2020,Chepauk,CSK,KKR,KKR,Field,CSK,188,164,Jasprit Bumrah,117,Arshdeep,1,Jasprit Bumrah,12,120,9,Cloudy
910,2024,9/27/2020,Chepauk,RCB,KKR,RCB,Field,KKR,183,212,Virat Kohli,115,Rashid Khan,2,Virat Kohli,17,56,16,Sunny
911,2025,9/28/2020,Chepauk,CSK,GT,CSK,Field,CSK,208,198,Virat Kohli,59,Chahal,4,Virat Kohli,25,112,19,Clear
912,2018,9/29/2020,Arun Jaitley,CSK,PBKS,PBKS,Bat,CSK,228,108,Rashid Khan,46,Bumrah,4,Rashid Khan,24,94,20,Sunny
913,2019,9/30/2020,Arun Jaitley,KKR,CSK,KKR,Field,CSK,128,211,Rashid Khan,100,Rabada,5,Rashid Khan,24,106,12,Clear
914,2020,10/1/2020,Chepauk,PBKS,RCB,PBKS,Bat,PBKS,175,169,KL Rahul,89,Siraj,4,KL Rahul,14,106,14,Cloudy
915,2021,10/2/2020,Narendra Modi,GT,KKR,GT,Field,GT,195,188,Rohit Sharma,33,Shami,2,Rohit Sharma,16,69,15,Cloudy
916,2022,10/3/2020,Narendra Modi,SRH,MI,MI,Bat,SRH,237,213,Rashid Khan,39,Chahal,6,Rashid Khan,9,40,17,Sunny
917,2023,10/4/2020,Narendra Modi,KKR,RCB,KKR,Bat,KKR,209,109,Rashid Khan,56,Siraj,1,KL Rahul,15,73,17,Clear
918,2024,10/5/2020,Wankhede,KKR,CSK,CSK,Field,KKR,228,182,KL Rahul,94,Narine,6,KL Rahul,8,74,17,Sunny
919,2025,10/6/2020,Chepauk,PBKS,RCB,RCB,Field,PBKS,230,144,Jos Buttler,57,Arshdeep,1,Jos Buttler,8,63,20,Clear
920,2018,10/7/2020,Narendra Modi,SRH,RR,RR,Bat,RR,147,218,Suryakumar Yadav,37,Narine,5,Rohit Sharma,8,120,19,Sunny
921,2019,10/8/2020,Chinnaswamy,MI,GT,GT,Bat,MI,181,132,Rashid Khan,120,Rashid Khan,3,MS Dhoni,16,54,9,Cloudy
922,2020,10/9/2020,Narendra Modi,GT,KKR,GT,Bat,GT,144,138,Suryakumar Yadav,67,Bumrah,1,KL Rahul,8,108,20,Cloudy
923,2021,10/10/2020,Wankhede,RR,KKR,KKR,Bat,KKR,131,174,Jos Buttler,30,Rashid Khan,1,Jos Buttler,24,106,14,Cloudy
924,2022,10/11/2020,Chinnaswamy,PBKS,LSG,PBKS,Bat,PBKS,231,154,Jasprit Bumrah,108,Chahal,5,Jasprit Bumrah,15,49,21,Cloudy
925,2023,10/12/2020,Narendra Modi,SRH,CSK,CSK,Bat,CSK,120,214,Shubman Gill,45,Arshdeep,6,Suryakumar Yadav,8,120,13,Clear
926,2024,10/13/2020,Chepauk,RR,PBKS,PBKS,Bat,PBKS,144,186,Rashid Khan,71,Arshdeep,2,Rashid Khan,9,53,20,Sunny
927,2025,10/14/2020,Narendra Modi,MI,SRH,SRH,Field,MI,238,207,MS Dhoni,92,Narine,2,Rashid Khan,16,49,19,Sunny
928,2018,10/15/2020,Arun Jaitley,GT,SRH,SRH,Bat,GT,184,158,Yuzvendra Chahal,125,Arshdeep,4,Yuzvendra Chahal,16,53,13,Sunny
929,2019,10/16/2020,Chepauk,DC,KKR,DC,Bat,KKR,147,175,Suryakumar Yadav,36,Siraj,3,Suryakumar Yadav,23,52,8,Cloudy
930,2020,10/17/2020,Wankhede,RR,GT,GT,Bat,RR,187,107,KL Rahul,123,Rashid Khan,3,KL Rahul,8,89,9,Sunny
931,2021,10/18/2020,Narendra Modi,RCB,CSK,CSK,Bat,CSK,181,184,KL Rahul,70,Rashid Khan,6,KL Rahul,9,98,14,Clear
932,2022,10/19/2020,Narendra Modi,PBKS,DC,PBKS,Field,PBKS,161,105,MS Dhoni,53,Rashid Khan,6,MS Dhoni,24,75,21,Cloudy
933,2023,10/20/2020,Wankhede,DC,RR,RR,Field,DC,201,176,MS Dhoni,32,Chahal,1,MS Dhoni,18,80,20,Cloudy
934,2024,10/21/2020,Narendra Modi,KKR,RCB,KKR,Bat,KKR,193,120,Jasprit Bumrah,73,Shami,5,Jasprit Bumrah,10,120,11,Clear
935,2025,10/22/2020,Wankhede,GT,RR,RR,Field,GT,196,179,Rohit Sharma,39,Chahal,2,Rohit Sharma,23,58,21,Cloudy
936,2018,10/23/2020,Wankhede,SRH,MI,MI,Field,MI,146,228,Yuzvendra Chahal,39,Siraj,6,Jasprit Bumrah,21,76,16,Clear
937,2019,10/24/2020,Chepauk,MI,RCB,RCB,Bat,RCB,152,189,Yuzvendra Chahal,104,Arshdeep,2,MS Dhoni,10,70,18,Sunny
938,2020,10/25/2020,Chepauk,LSG,CSK,LSG,Field,LSG,191,182,MS Dhoni,57,Bumrah,6,MS Dhoni,24,118,16,Sunny
939,2021,10/26/2020,Eden Gardens,KKR,SRH,KKR,Bat,SRH,120,217,Rohit Sharma,125,Rashid Khan,5,Rohit Sharma,19,53,9,Clear
940,2022,10/27/2020,Eden Gardens,MI,RCB,RCB,Bat,RCB,203,228,Virat Kohli,49,Rashid Khan,6,Jos Buttler,24,42,15,Sunny
941,2023,10/28/2020,Wankhede,PBKS,CSK,PBKS,Bat,PBKS,183,145,Virat Kohli,39,Rashid Khan,2,Virat Kohli,10,82,8,Sunny
942,2024,10/29/2020,Narendra Modi,KKR,GT,KKR,Field,GT,150,158,Suryakumar Yadav,95,Rashid Khan,2,Suryakumar Yadav,23,102,19,Clear
943,2025,10/30/2020,Chepauk,DC,RR,DC,Bat,RR,127,152,Suryakumar Yadav,46,Rabada,2,Suryakumar Yadav,16,76,9,Sunny
944,2018,10/31/2020,Wankhede,GT,DC,DC,Field,DC,169,222,Jos Buttler,81,Narine,5,Jos Buttler,16,61,20,Clear
945,2019,11/1/2020,Arun Jaitley,RCB,DC,RCB,Bat,DC,165,216,Jos Buttler,38,Siraj,5,Jos Buttler,11,46,17,Sunny
946,2020,11/2/2020,Chinnaswamy,SRH,KKR,KKR,Field,SRH,143,101,Shubman Gill,118,Siraj,2,Jasprit Bumrah,23,81,8,Sunny
947,2021,11/3/2020,Chepauk,CSK,RCB,RCB,Field,RCB,171,228,Virat Kohli,98,Siraj,6,Virat Kohli,18,106,22,Clear
948,2022,11/4/2020,Wankhede,RCB,GT,RCB,Bat,RCB,179,176,MS Dhoni,59,Bumrah,5,MS Dhoni,15,65,16,Clear
949,2023,11/5/2020,Wankhede,GT,CSK,CSK,Bat,CSK,160,195,Jasprit Bumrah,86,Bumrah,6,Jasprit Bumrah,16,79,17,Cloudy
950,2024,11/6/2020,Chepauk,SRH,DC,DC,Bat,SRH,240,138,Virat Kohli,48,Arshdeep,2,Yuzvendra Chahal,9,56,22,Clear
951,2025,11/7/2020,Eden Gardens,RR,SRH,SRH,Bat,RR,216,164,Suryakumar Yadav,128,Arshdeep,1,Suryakumar Yadav,22,53,17,Cloudy
952,2018,11/8/2020,Eden Gardens,GT,RCB,GT,Bat,GT,193,143,Virat Kohli,102,Narine,3,Yuzvendra Chahal,16,83,15,Clear
953,2019,11/9/2020,Eden Gardens,RR,LSG,LSG,Bat,LSG,136,200,Shubman Gill,114,Rabada,2,Shubman Gill,24,116,16,Cloudy
954,2020,11/10/2020,Wankhede,RR,CSK,CSK,Field,RR,217,197,Rashid Khan,41,Bumrah,3,Shubman Gill,9,88,20,Cloudy
955,2021,11/11/2020,Arun Jaitley,KKR,DC,DC,Field,DC,152,184,MS Dhoni,97,Rabada,4,MS Dhoni,20,52,17,Clear
956,2022,11/12/2020,Arun Jaitley,PBKS,KKR,KKR,Field,KKR,154,229,KL Rahul,89,Chahal,5,KL Rahul,9,118,8,Clear
957,2023,11/13/2020,Wankhede,GT,RR,GT,Bat,GT,237,192,Rohit Sharma,65,Narine,5,KL Rahul,21,101,21,Cloudy
958,2024,11/14/2020,Arun Jaitley,MI,SRH,MI,Field,SRH,123,228,Suryakumar Yadav,89,Rabada,2,Suryakumar Yadav,10,92,16,Sunny
959,2025,11/15/2020,Arun Jaitley,RCB,PBKS,PBKS,Bat,RCB,190,155,Virat Kohli,75,Narine,5,KL Rahul,19,102,15,Cloudy
960,2018,11/16/2020,Narendra Modi,SRH,GT,GT,Bat,GT,217,219,MS Dhoni,59,Narine,5,Shubman Gill,10,88,18,Cloudy
961,2019,11/17/2020,Narendra Modi,LSG,KKR,KKR,Field,KKR,164,220,Suryakumar Yadav,48,Arshdeep,6,KL Rahul,9,105,14,Cloudy
962,2020,11/18/2020,Eden Gardens,SRH,RCB,SRH,Bat,SRH,222,197,Suryakumar Yadav,51,Narine,5,Suryakumar Yadav,23,104,20,Sunny
963,2021,11/19/2020,Wankhede,GT,PBKS,GT,Bat,PBKS,133,179,Rashid Khan,86,Rabada,1,Rashid Khan,21,44,16,Clear
964,2022,11/20/2020,Wankhede,LSG,GT,GT,Field,LSG,204,173,Virat Kohli,49,Bumrah,6,Virat Kohli,13,47,14,Cloudy
965,2023,11/21/2020,Arun Jaitley,DC,MI,DC,Bat,MI,125,138,Jasprit Bumrah,116,Rashid Khan,2,Rashid Khan,15,83,8,Sunny
966,2024,11/22/2020,Arun Jaitley,RR,GT,RR,Bat,RR,207,202,Shubman Gill,81,Shami,4,Shubman Gill,11,101,10,Sunny
967,2025,11/23/2020,Chepauk,RCB,PBKS,PBKS,Bat,RCB,170,136,Jos Buttler,94,Narine,5,Virat Kohli,16,90,21,Clear
968,2018,11/24/2020,Chinnaswamy,LSG,CSK,CSK,Bat,CSK,185,228,Shubman Gill,106,Chahal,1,Rohit Sharma,12,74,10,Sunny
969,2019,11/25/2020,Eden Gardens,DC,RR,RR,Bat,DC,171,159,Virat Kohli,122,Arshdeep,1,Virat Kohli,10,62,17,Sunny
970,2020,11/26/2020,Wankhede,RR,LSG,LSG,Field,LSG,124,229,Virat Kohli,130,Shami,6,Virat Kohli,16,68,10,Sunny
971,2021,11/27/2020,Chepauk,RR,MI,RR,Field,MI,183,187,Suryakumar Yadav,33,Chahal,1,Suryakumar Yadav,15,83,19,Cloudy
972,2022,11/28/2020,Narendra Modi,SRH,GT,GT,Bat,SRH,235,188,Yuzvendra Chahal,116,Arshdeep,5,Yuzvendra Chahal,10,70,16,Cloudy
973,2023,11/29/2020,Eden Gardens,SRH,RR,RR,Field,RR,170,185,MS Dhoni,55,Narine,3,MS Dhoni,19,50,8,Cloudy
974,2024,11/30/2020,Narendra Modi,SRH,CSK,CSK,Bat,SRH,215,143,Shubman Gill,33,Shami,5,Shubman Gill,8,100,20,Clear
975,2025,12/1/2020,Wankhede,GT,PBKS,PBKS,Field,GT,237,148,MS Dhoni,79,Bumrah,3,Virat Kohli,17,44,9,Sunny
976,2018,12/2/2020,Wankhede,PBKS,DC,PBKS,Field,PBKS,203,115,KL Rahul,69,Shami,2,KL Rahul,19,50,10,Clear
977,2019,12/3/2020,Arun Jaitley,MI,RCB,RCB,Bat,RCB,186,189,Rohit Sharma,89,Arshdeep,6,Jasprit Bumrah,16,84,22,Sunny
978,2020,12/4/2020,Chepauk,CSK,LSG,CSK,Field,CSK,218,122,MS Dhoni,55,Rashid Khan,3,MS Dhoni,14,40,16,Sunny
979,2021,12/5/2020,Chinnaswamy,CSK,DC,CSK,Bat,CSK,162,152,Suryakumar Yadav,81,Chahal,5,Suryakumar Yadav,21,113,13,Cloudy
980,2022,12/6/2020,Eden Gardens,SRH,RCB,SRH,Bat,SRH,200,142,Shubman Gill,129,Rabada,3,Shubman Gill,11,54,11,Sunny
981,2023,12/7/2020,Chepauk,GT,SRH,GT,Bat,SRH,120,131,Shubman Gill,117,Siraj,4,Jos Buttler,18,102,15,Cloudy
982,2024,12/8/2020,Narendra Modi,GT,RR,RR,Bat,RR,196,222,Shubman Gill,106,Arshdeep,4,Shubman Gill,8,59,13,Sunny
983,2025,12/9/2020,Narendra Modi,KKR,MI,KKR,Field,KKR,230,148,Suryakumar Yadav,47,Bumrah,3,Suryakumar Yadav,21,117,14,Cloudy
984,2018,12/10/2020,Wankhede,SRH,KKR,KKR,Bat,SRH,198,145,Shubman Gill,59,Arshdeep,1,Yuzvendra Chahal,16,54,18,Sunny
985,2019,12/11/2020,Wankhede,DC,SRH,SRH,Bat,DC,155,143,Jos Buttler,93,Arshdeep,3,Jos Buttler,24,56,22,Clear
986,2020,12/12/2020,Chinnaswamy,MI,GT,GT,Bat,GT,150,222,Virat Kohli,110,Shami,5,Virat Kohli,17,110,12,Cloudy
987,2021,12/13/2020,Chinnaswamy,PBKS,RR,PBKS,Field,PBKS,148,135,Virat Kohli,65,Shami,4,Virat Kohli,22,57,9,Clear
988,2022,12/14/2020,Chinnaswamy,PBKS,CSK,PBKS,Bat,PBKS,135,128,Rashid Khan,117,Shami,5,Shubman Gill,17,84,22,Sunny
989,2023,12/15/2020,Chinnaswamy,DC,SRH,SRH,Bat,DC,202,159,Jos Buttler,117,Bumrah,5,Jos Buttler,21,111,15,Clear
990,2024,12/16/2020,Narendra Modi,RR,GT,RR,Bat,RR,206,163,Suryakumar Yadav,124,Siraj,5,Suryakumar Yadav,13,111,14,Sunny
991,2025,12/17/2020,Wankhede,GT,RCB,RCB,Bat,RCB,134,176,Shubman Gill,65,Siraj,4,MS Dhoni,19,95,8,Clear
992,2018,12/18/2020,Chepauk,SRH,KKR,SRH,Bat,KKR,139,162,KL Rahul,98,Arshdeep,6,KL Rahul,8,119,9,Sunny
993,2019,12/19/2020,Eden Gardens,RCB,GT,GT,Field,RCB,230,164,Jos Buttler,125,Arshdeep,6,Shubman Gill,20,112,20,Cloudy
994,2020,12/20/2020,Chepauk,LSG,KKR,LSG,Field,KKR,203,222,KL Rahul,121,Rabada,2,KL Rahul,22,50,10,Sunny
995,2021,12/21/2020,Narendra Modi,RR,RCB,RCB,Field,RCB,191,193,Rohit Sharma,127,Narine,2,Rohit Sharma,20,69,16,Sunny
996,2022,12/22/2020,Wankhede,RR,CSK,CSK,Field,RR,181,135,Rashid Khan,109,Rabada,3,Rashid Khan,11,43,18,Cloudy
997,2023,12/23/2020,Eden Gardens,GT,DC,DC,Bat,GT,223,193,Jos Buttler,128,Siraj,1,Jos Buttler,11,98,14,Clear
998,2024,12/24/2020,Chinnaswamy,PBKS,DC,DC,Field,PBKS,123,106,Suryakumar Yadav,35,Rashid Khan,5,Suryakumar Yadav,14,42,12,Sunny
999,2025,12/25/2020,Chinnaswamy,KKR,PBKS,PBKS,Field,KKR,189,122,Rashid Khan,88,Rashid Khan,3,Rashid Khan,15,57,8,Sunny
1000,2018,12/26/2020,Chepauk,MI,LSG,MI,Bat,LSG,186,194,KL Rahul,47,Rashid Khan,3,KL Rahul,23,66,19,Cloudy
1001,2019,12/27/2020,Arun Jaitley,MI,LSG,LSG,Field,LSG,197,228,Yuzvendra Chahal,56,Rabada,4,Yuzvendra Chahal,9,49,17,Clear
1002,2020,12/28/2020,Eden Gardens,LSG,MI,MI,Field,LSG,237,201,Yuzvendra Chahal,30,Chahal,6,Yuzvendra Chahal,19,84,17,Sunny
1003,2021,12/29/2020,Wankhede,CSK,GT,CSK,Bat,CSK,176,107,Jos Buttler,91,Narine,5,Jos Buttler,13,62,13,Clear
1004,2022,12/30/2020,Arun Jaitley,RR,SRH,RR,Bat,SRH,132,218,Suryakumar Yadav,67,Rashid Khan,5,Suryakumar Yadav,23,80,18,Sunny
1005,2023,12/31/2020,Chinnaswamy,PBKS,RCB,RCB,Field,RCB,155,196,KL Rahul,128,Shami,1,MS Dhoni,23,97,20,Clear
1006,2024,1/1/2021,Chinnaswamy,SRH,CSK,CSK,Field,CSK,154,230,KL Rahul,69,Arshdeep,3,KL Rahul,13,105,8,Sunny
1007,2025,1/2/2021,Eden Gardens,KKR,RCB,RCB,Bat,KKR,209,182,Rohit Sharma,117,Arshdeep,4,Shubman Gill,25,41,16,Clear
1008,2018,1/3/2021,Chinnaswamy,DC,CSK,DC,Field,DC,217,108,Shubman Gill,30,Shami,5,Shubman Gill,25,46,18,Clear
1009,2019,1/4/2021,Chepauk,KKR,LSG,LSG,Bat,KKR,201,135,MS Dhoni,93,Narine,2,MS Dhoni,11,50,12,Sunny
1010,2020,1/5/2021,Arun Jaitley,SRH,PBKS,SRH,Bat,SRH,157,110,Virat Kohli,38,Narine,1,Virat Kohli,8,80,12,Sunny
1011,2021,1/6/2021,Eden Gardens,LSG,CSK,CSK,Field,LSG,202,145,Suryakumar Yadav,86,Chahal,3,Suryakumar Yadav,12,99,17,Sunny
1012,2022,1/7/2021,Wankhede,DC,MI,DC,Bat,MI,129,227,Shubman Gill,111,Siraj,6,Jos Buttler,20,58,18,Sunny
1013,2023,1/8/2021,Arun Jaitley,KKR,PBKS,PBKS,Field,KKR,175,102,Jos Buttler,80,Shami,5,Jos Buttler,8,109,21,Sunny
1014,2024,1/9/2021,Chepauk,KKR,RCB,RCB,Field,RCB,171,215,Virat Kohli,117,Chahal,2,Virat Kohli,15,60,16,Cloudy
1015,2025,1/10/2021,Wankhede,KKR,DC,DC,Field,DC,158,199,Suryakumar Yadav,96,Arshdeep,4,Suryakumar Yadav,14,120,10,Clear
1016,2018,1/11/2021,Wankhede,PBKS,CSK,CSK,Bat,PBKS,129,112,Rashid Khan,130,Bumrah,5,Rashid Khan,22,49,10,Cloudy
1017,2019,1/12/2021,Wankhede,CSK,DC,CSK,Bat,CSK,213,178,Suryakumar Yadav,103,Rashid Khan,6,Suryakumar Yadav,24,64,15,Clear
1018,2020,1/13/2021,Arun Jaitley,GT,PBKS,GT,Bat,PBKS,120,215,Jos Buttler,55,Siraj,3,Jos Buttler,10,69,22,Sunny
1019,2021,1/14/2021,Arun Jaitley,RCB,MI,RCB,Bat,MI,132,199,Suryakumar Yadav,117,Rabada,2,Shubman Gill,21,106,22,Sunny
1020,2022,1/15/2021,Wankhede,LSG,GT,GT,Field,GT,153,196,Jasprit Bumrah,69,Narine,2,Jasprit Bumrah,17,96,21,Clear
1021,2023,1/16/2021,Wankhede,RCB,KKR,RCB,Bat,RCB,195,125,Suryakumar Yadav,100,Chahal,3,Suryakumar Yadav,12,71,9,Clear
1022,2024,1/17/2021,Chepauk,GT,PBKS,PBKS,Field,GT,213,113,Jasprit Bumrah,90,Rashid Khan,3,Jasprit Bumrah,19,63,19,Sunny
1023,2025,1/18/2021,Eden Gardens,LSG,KKR,KKR,Bat,LSG,194,148,Shubman Gill,32,Shami,6,Shubman Gill,21,41,14,Cloudy
1024,2018,1/19/2021,Arun Jaitley,LSG,GT,GT,Field,GT,159,160,KL Rahul,82,Shami,5,Jasprit Bumrah,23,47,16,Clear
1025,2019,1/20/2021,Chinnaswamy,DC,PBKS,DC,Field,DC,128,112,Rohit Sharma,54,Narine,4,Rohit Sharma,22,117,19,Sunny
1026,2020,1/21/2021,Chepauk,CSK,RCB,RCB,Bat,RCB,161,221,Rashid Khan,94,Bumrah,6,Rashid Khan,15,43,18,Cloudy
1027,2021,1/22/2021,Wankhede,PBKS,SRH,SRH,Field,PBKS,202,133,Yuzvendra Chahal,124,Rabada,4,Yuzvendra Chahal,14,83,12,Clear
1028,2022,1/23/2021,Wankhede,CSK,RCB,CSK,Bat,CSK,173,106,Rashid Khan,70,Shami,1,Rashid Khan,9,46,20,Sunny
1029,2023,1/24/2021,Chinnaswamy,LSG,GT,LSG,Field,LSG,236,155,Virat Kohli,128,Shami,4,Virat Kohli,19,47,15,Clear
1030,2024,1/25/2021,Arun Jaitley,RCB,KKR,KKR,Bat,KKR,122,220,Rashid Khan,89,Shami,5,Shubman Gill,14,101,10,Cloudy
